SGB_ID	Node	GTDB_phylum	GTDB_genus
SGB_2093	N1	p__Bacteroidota	g__UBA3663
SGB_6347	N1	p__Firmicutes_A	g__UBA1712-A
SGB_2069	N1	p__Bacteroidota	g__UBA3663
SGB_843	N1	p__Bacteroidota	g__UBA1786
SGB_6350	N1	p__Firmicutes_A	g__UBA1712-A
SGB_8001	N1	p__Firmicutes_A	g__CAG-488
SGB_18698	N1	p__Spirochaetota	g__Treponema_D
SGB_15995	N1	p__Firmicutes_A	g__Saccharofermentans
SGB_405	N1	p__Bacteroidota	g__
SGB_14906	N1	p__Firmicutes_A	g__UBA1777
SGB_6116	N1	p__Firmicutes_A	g__NK4A136
SGB_2487	N1	p__Bacteroidota	g__RC9
SGB_2432	N1	p__Bacteroidota	g__RC9
SGB_16792	N1	p__Firmicutes_C	g__
SGB_1530	N1	p__Bacteroidota	g__UBA1723
SGB_6335	N1	p__Firmicutes_A	g__UBA1712-A
SGB_18640	N1	p__Spirochaetota	g__Treponema_D
SGB_2457	N1	p__Bacteroidota	g__RC9
SGB_5861	N1	p__Firmicutes_A	g__COE1
SGB_2084	N1	p__Bacteroidota	g__UBA3663
SGB_6315	N1	p__Firmicutes_A	g__UBA1258
SGB_678	N1	p__Bacteroidota	g__Prevotella
SGB_6351	N1	p__Firmicutes_A	g__UBA1712-A
SGB_6171	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_6137	N1	p__Firmicutes_A	g__NK4A136
SGB_2453	N1	p__Bacteroidota	g__RC9
SGB_18819	N1	p__Verrucomicrobiota	g__UBA1067
SGB_6290	N1	p__Firmicutes_A	g__UBA1258
SGB_758	N1	p__Bacteroidota	g__UBA1179
SGB_15316	N1	p__Firmicutes_A	g__HUN007
SGB_866	N1	p__Bacteroidota	g__UBA4293
SGB_6490	N1	p__Firmicutes_A	g__UBA3766
SGB_17021	N1	p__Firmicutes	g__UBA636
SGB_14829	N1	p__Firmicutes_A	g__F23-B02
SGB_5862	N1	p__Firmicutes_A	g__COE1
SGB_6332	N1	p__Firmicutes_A	g__UBA1712-A
SGB_16782	N1	p__Firmicutes_C	g__Phascolarctobacterium_A
SGB_18635	N1	p__Spirochaetota	g__Treponema_D
SGB_881	N1	p__Bacteroidota	g__UBA4334
SGB_6345	N1	p__Firmicutes_A	g__UBA1712-A
SGB_2050	N1	p__Bacteroidota	g__UBA3663
SGB_6446	N1	p__Firmicutes_A	g__UBA2868
SGB_18694	N1	p__Spirochaetota	g__Treponema_D
SGB_404	N1	p__Bacteroidota	g__
SGB_2796	N1	p__Bacteroidota	g__W3P20-009
SGB_13232	N1	p__Firmicutes_A	g__
SGB_744	N1	p__Bacteroidota	g__UBA1179
SGB_1533	N1	p__Bacteroidota	g__UBA1723
SGB_684	N1	p__Bacteroidota	g__Prevotella
SGB_751	N1	p__Bacteroidota	g__UBA1179
SGB_18617	N1	p__Spirochaetota	g__Treponema_D
SGB_18681	N1	p__Spirochaetota	g__Treponema_D
SGB_6155	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_14902	N1	p__Firmicutes_A	g__UBA1777
SGB_1034	N1	p__Bacteroidota	g__F082
SGB_5391	N1	p__Firmicutes_A	g__AC2028
SGB_18602	N1	p__Spirochaetota	g__Treponema_D
SGB_1035	N1	p__Bacteroidota	g__F082
SGB_3184	N1	p__Fibrobacterota	g__Fibrobacter
SGB_15934	N1	p__Firmicutes_A	g__UBA1764
SGB_15980	N1	p__Firmicutes_A	g__Saccharofermentans
SGB_2003	N1	p__Bacteroidota	g__
SGB_383	N1	p__Bacteroidota	g__
SGB_18768	N1	p__Verrucomicrobiota	g__RUG572
SGB_2462	N1	p__Bacteroidota	g__RC9
SGB_755	N1	p__Bacteroidota	g__UBA1179
SGB_6288	N1	p__Firmicutes_A	g__UBA1258
SGB_5180	N1	p__Firmicutes_A	g__
SGB_3176	N1	p__Fibrobacterota	g__Fibrobacter
SGB_15937	N1	p__Firmicutes_A	g__UBA1764
SGB_6122	N1	p__Firmicutes_A	g__NK4A136
SGB_2077	N1	p__Bacteroidota	g__UBA3663
SGB_8135	N1	p__Firmicutes_A	g__DTU089_A
SGB_938	N1	p__Bacteroidota	g__UBA4372
SGB_18815	N1	p__Verrucomicrobiota	g__UBA1067
SGB_941	N1	p__Bacteroidota	g__UBA4372
SGB_15306	N1	p__Firmicutes_A	g__HUN007
SGB_6340	N1	p__Firmicutes_A	g__UBA1712-A
SGB_2119	N1	p__Bacteroidota	g__
SGB_2092	N1	p__Bacteroidota	g__UBA3663
SGB_6285	N1	p__Firmicutes_A	g__UBA1258
SGB_1534	N1	p__Bacteroidota	g__UBA1723
SGB_4886	N1	p__Firmicutes_A	g__
SGB_1527	N1	p__Bacteroidota	g__UBA1181
SGB_13880	N1	p__Firmicutes_A	g__CAG-110
SGB_16989	N1	p__Firmicutes	g__UBA1783
SGB_6310	N1	p__Firmicutes_A	g__UBA1258
SGB_6314	N1	p__Firmicutes_A	g__UBA1258
SGB_17031	N1	p__Firmicutes	g__UBA636
SGB_6489	N1	p__Firmicutes_A	g__UBA3766
SGB_18794	N1	p__Verrucomicrobiota	g__UBA1067
SGB_2439	N1	p__Bacteroidota	g__RC9
SGB_685	N1	p__Bacteroidota	g__Prevotella
SGB_940	N1	p__Bacteroidota	g__UBA4372
SGB_6068	N1	p__Firmicutes_A	g__G11
SGB_2163	N1	p__Bacteroidota	g__Bact-11
SGB_6135	N1	p__Firmicutes_A	g__NK4A136
SGB_18852	N1	p__Verrucomicrobiota	g__UBA1067
SGB_2071	N1	p__Bacteroidota	g__UBA3663
SGB_5465	N1	p__Firmicutes_A	g__Acetatifactor
SGB_796	N1	p__Bacteroidota	g__UBA1189
SGB_3186	N1	p__Fibrobacterota	g__Fibrobacter
SGB_6362	N1	p__Firmicutes_A	g__UBA1712
SGB_6438	N1	p__Firmicutes_A	g__UBA2868
SGB_5149	N1	p__Firmicutes_A	g__
SGB_5146	N1	p__Firmicutes_A	g__
SGB_6161	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_2416	N1	p__Bacteroidota	g__RC9
SGB_2825	N1	p__Bacteroidota	g__F23-D06
SGB_886	N1	p__Bacteroidota	g__UBA4334
SGB_854	N1	p__Bacteroidota	g__UBA1786
SGB_5467	N1	p__Firmicutes_A	g__Acetatifactor
SGB_15315	N1	p__Firmicutes_A	g__HUN007
SGB_6324	N1	p__Firmicutes_A	g__UBA1267
SGB_6426	N1	p__Firmicutes_A	g__UBA2868
SGB_2264	N1	p__Bacteroidota	g__RC9
SGB_555	N1	p__Bacteroidota	g__Ga6A1
SGB_5142	N1	p__Firmicutes_A	g__
SGB_6145	N1	p__Firmicutes_A	g__Parasporobacterium
SGB_18761	N1	p__Verrucomicrobiota	g__RUG572
SGB_18613	N1	p__Spirochaetota	g__Treponema_D
SGB_5136	N1	p__Firmicutes_A	g__
SGB_18766	N1	p__Verrucomicrobiota	g__RUG572
SGB_2470	N1	p__Bacteroidota	g__RC9
SGB_6165	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_13233	N1	p__Firmicutes_A	g__
SGB_2480	N1	p__Bacteroidota	g__RC9
SGB_2098	N1	p__Bacteroidota	g__UBA3663
SGB_390	N1	p__Bacteroidota	g__
SGB_18695	N1	p__Spirochaetota	g__Treponema_D
SGB_7989	N1	p__Firmicutes_A	g__CAG-488
SGB_5111	N1	p__Firmicutes_A	g__
SGB_5590	N1	p__Firmicutes_A	g__Agathobacter
SGB_13234	N1	p__Firmicutes_A	g__
SGB_6447	N1	p__Firmicutes_A	g__UBA2868
SGB_5177	N1	p__Firmicutes_A	g__
SGB_19162	N1	p__Verrucomicrobiota	g__Akkermansia
SGB_2787	N1	p__Bacteroidota	g__W3P20-009
SGB_1182	N1	p__Bacteroidota	g__
SGB_18822	N1	p__Verrucomicrobiota	g__UBA1067
SGB_15383	N1	p__Firmicutes_A	g__Ruminococcus
SGB_3194	N1	p__Fibrobacterota	g__Fibrobacter
SGB_6437	N1	p__Firmicutes_A	g__UBA2868
SGB_7999	N1	p__Firmicutes_A	g__CAG-488
SGB_6313	N1	p__Firmicutes_A	g__UBA1258
SGB_1006	N1	p__Bacteroidota	g__F082
SGB_18644	N1	p__Spirochaetota	g__Treponema_D
SGB_18799	N1	p__Verrucomicrobiota	g__UBA1067
SGB_6449	N1	p__Firmicutes_A	g__UBA2868
SGB_2153	N1	p__Bacteroidota	g__Bact-11
SGB_7748	N1	p__Firmicutes_A	g__CAG-177
SGB_2798	N1	p__Bacteroidota	g__W3P20-009
SGB_1189	N1	p__Bacteroidota	g__Phil12
SGB_5606	N1	p__Firmicutes_A	g__Agathobacter
SGB_5120	N1	p__Firmicutes_A	g__
SGB_4226	N1	p__Firmicutes_A	g__
SGB_890	N1	p__Bacteroidota	g__UBA4334
SGB_18643	N1	p__Spirochaetota	g__Treponema_D
SGB_901	N1	p__Bacteroidota	g__UBA4334
SGB_17528	N1	p__Firmicutes	g__UBA1719
SGB_6444	N1	p__Firmicutes_A	g__UBA2868
SGB_13227	N1	p__Firmicutes_A	g__
SGB_920	N1	p__Bacteroidota	g__UBA4372
SGB_2068	N1	p__Bacteroidota	g__UBA3663
SGB_18630	N1	p__Spirochaetota	g__Treponema_D
SGB_2096	N1	p__Bacteroidota	g__UBA3663
SGB_18591	N1	p__Spirochaetota	g__Treponema_D
SGB_5065	N1	p__Firmicutes_A	g__
SGB_18817	N1	p__Verrucomicrobiota	g__UBA1067
SGB_1228	N1	p__Bacteroidota	g__UBA1711
SGB_1532	N1	p__Bacteroidota	g__UBA1723
SGB_3180	N1	p__Fibrobacterota	g__Fibrobacter
SGB_4315	N1	p__Firmicutes_A	g__RUG563
SGB_17023	N1	p__Firmicutes	g__UBA636
SGB_13230	N1	p__Firmicutes_A	g__
SGB_6541	N1	p__Firmicutes_A	g__XBB1006
SGB_18638	N1	p__Spirochaetota	g__Treponema_D
SGB_6304	N1	p__Firmicutes_A	g__UBA1258
SGB_5905	N1	p__Firmicutes_A	g__Eubacterium_J
SGB_15393	N1	p__Firmicutes_A	g__Ruminococcus
SGB_15944	N1	p__Firmicutes_A	g__UMGS973
SGB_18668	N1	p__Spirochaetota	g__Treponema_D
SGB_733	N1	p__Bacteroidota	g__UBA1179
SGB_5133	N1	p__Firmicutes_A	g__
SGB_388	N1	p__Bacteroidota	g__
SGB_15309	N1	p__Firmicutes_A	g__HUN007
SGB_6293	N1	p__Firmicutes_A	g__UBA1258
SGB_2319	N1	p__Bacteroidota	g__RC9
SGB_2824	N1	p__Bacteroidota	g__F23-D06
SGB_6550	N1	p__Firmicutes_A	g__XBB2008
SGB_6424	N1	p__Firmicutes_A	g__UBA2868
SGB_742	N1	p__Bacteroidota	g__UBA1179
SGB_15935	N1	p__Firmicutes_A	g__UBA1764
SGB_6427	N1	p__Firmicutes_A	g__UBA2868
SGB_753	N1	p__Bacteroidota	g__UBA1179
SGB_3190	N1	p__Fibrobacterota	g__Fibrobacter
SGB_1544	N1	p__Bacteroidota	g__UBA4345
SGB_2091	N1	p__Bacteroidota	g__UBA3663
SGB_4230	N1	p__Firmicutes_A	g__
SGB_15303	N1	p__Firmicutes_A	g__HUN007
SGB_4415	N1	p__Firmicutes_A	g__UBA1224
SGB_2057	N1	p__Bacteroidota	g__UBA3663
SGB_4352	N1	p__Firmicutes_A	g__SFHK01
SGB_14831	N1	p__Firmicutes_A	g__F23-B02
SGB_18762	N1	p__Verrucomicrobiota	g__RUG572
SGB_8	N1	p__Halobacteriota	g__Methanocorpusculum
SGB_904	N1	p__Bacteroidota	g__UBA4334
SGB_1232	N1	p__Bacteroidota	g__UBA1711
SGB_2427	N1	p__Bacteroidota	g__RC9
SGB_900	N1	p__Bacteroidota	g__UBA4334
SGB_15930	N1	p__Firmicutes_A	g__UBA1764
SGB_937	N1	p__Bacteroidota	g__UBA4372
SGB_5171	N1	p__Firmicutes_A	g__
SGB_1522	N1	p__Bacteroidota	g__UBA1181
SGB_257	N1	p__Actinobacteriota	g__CAG-1427
SGB_4364	N1	p__Firmicutes_A	g__SFMI01
SGB_14903	N1	p__Firmicutes_A	g__UBA1777
SGB_6319	N1	p__Firmicutes_A	g__UBA1267
SGB_15933	N1	p__Firmicutes_A	g__UBA1764
SGB_6341	N1	p__Firmicutes_A	g__UBA1712-A
SGB_3195	N1	p__Fibrobacterota	g__Fibrobacter
SGB_5864	N1	p__Firmicutes_A	g__COE1
SGB_6263	N1	p__Firmicutes_A	g__SZUA-448
SGB_736	N1	p__Bacteroidota	g__UBA1179
SGB_2443	N1	p__Bacteroidota	g__RC9
SGB_5104	N1	p__Firmicutes_A	g__
SGB_16940	N1	p__Firmicutes	g__Bulleidia
SGB_395	N1	p__Bacteroidota	g__
SGB_15307	N1	p__Firmicutes_A	g__HUN007
SGB_18699	N1	p__Spirochaetota	g__Treponema_D
SGB_2040	N1	p__Bacteroidota	g__UBA3663
SGB_6119	N1	p__Firmicutes_A	g__NK4A136
SGB_6336	N1	p__Firmicutes_A	g__UBA1712-A
SGB_3197	N1	p__Fibrobacterota	g__Fibrobacter
SGB_18655	N1	p__Spirochaetota	g__Treponema_D
SGB_6148	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_4328	N1	p__Firmicutes_A	g__RUG756
SGB_18691	N1	p__Spirochaetota	g__Treponema_D
SGB_935	N1	p__Bacteroidota	g__UBA4372
SGB_2080	N1	p__Bacteroidota	g__UBA3663
SGB_382	N1	p__Bacteroidota	g__
SGB_2434	N1	p__Bacteroidota	g__RC9
SGB_3	N1	p__Halobacteriota	g__
SGB_8168	N1	p__Firmicutes_A	g__DTU089_A
SGB_6358	N1	p__Firmicutes_A	g__UBA1712
SGB_15669	N1	p__Firmicutes_A	g__
SGB_2145	N1	p__Bacteroidota	g__Bact-11
SGB_6117	N1	p__Firmicutes_A	g__NK4A136
SGB_5608	N1	p__Firmicutes_A	g__Agathobacter
SGB_6443	N1	p__Firmicutes_A	g__UBA2868
SGB_1393	N1	p__Bacteroidota	g__RF16
SGB_841	N1	p__Bacteroidota	g__UBA1786
SGB_748	N1	p__Bacteroidota	g__UBA1179
SGB_12134	N1	p__Firmicutes_A	g__UMGS1696
SGB_4350	N1	p__Firmicutes_A	g__SFHK01
SGB_397	N1	p__Bacteroidota	g__
SGB_2049	N1	p__Bacteroidota	g__UBA3663
SGB_2075	N1	p__Bacteroidota	g__UBA3663
SGB_4219	N1	p__Firmicutes_A	g__
SGB_5178	N1	p__Firmicutes_A	g__
SGB_5163	N1	p__Firmicutes_A	g__
SGB_1036	N1	p__Bacteroidota	g__F082
SGB_964	N1	p__Bacteroidota	g__UBA6382
SGB_18673	N1	p__Spirochaetota	g__Treponema_D
SGB_6294	N1	p__Firmicutes_A	g__UBA1258
SGB_10171	N1	p__Firmicutes_A	g__
SGB_6357	N1	p__Firmicutes_A	g__UBA1712
SGB_13878	N1	p__Firmicutes_A	g__CAG-110
SGB_16765	N1	p__Firmicutes_C	g__
SGB_5870	N1	p__Firmicutes_A	g__Coprococcus_A
SGB_2794	N1	p__Bacteroidota	g__W3P20-009
SGB_18903	N1	p__Verrucomicrobiota	g__UBA1724
SGB_6343	N1	p__Firmicutes_A	g__UBA1712-A
SGB_2150	N1	p__Bacteroidota	g__Bact-11
SGB_2417	N1	p__Bacteroidota	g__RC9
SGB_6338	N1	p__Firmicutes_A	g__UBA1712-A
SGB_2085	N1	p__Bacteroidota	g__UBA3663
SGB_18760	N1	p__Verrucomicrobiota	g__RUG572
SGB_18618	N1	p__Spirochaetota	g__Treponema_D
SGB_2048	N1	p__Bacteroidota	g__UBA3663
SGB_6168	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_6575	N1	p__Firmicutes_A	g__RUG760
SGB_18821	N1	p__Verrucomicrobiota	g__UBA1067
SGB_5856	N1	p__Firmicutes_A	g__COE1
SGB_399	N1	p__Bacteroidota	g__
SGB_738	N1	p__Bacteroidota	g__UBA1179
SGB_2043	N1	p__Bacteroidota	g__UBA3663
SGB_5144	N1	p__Firmicutes_A	g__
SGB_18689	N1	p__Spirochaetota	g__Treponema_D
SGB_5088	N1	p__Firmicutes_A	g__
SGB_18680	N1	p__Spirochaetota	g__Treponema_D
SGB_2450	N1	p__Bacteroidota	g__RC9
SGB_5900	N1	p__Firmicutes_A	g__Eubacterium_J
SGB_737	N1	p__Bacteroidota	g__UBA1179
SGB_883	N1	p__Bacteroidota	g__UBA4334
SGB_8710	N1	p__Firmicutes_A	g__UBA1227
SGB_16794	N1	p__Firmicutes_C	g__Anaerovibrio
SGB_18670	N1	p__Spirochaetota	g__Treponema_D
SGB_1387	N1	p__Bacteroidota	g__RF16
SGB_1535	N1	p__Bacteroidota	g__UBA1723
SGB_2734	N1	p__Bacteroidota	g__UBA1232
SGB_18634	N1	p__Spirochaetota	g__Treponema_D
SGB_872	N1	p__Bacteroidota	g__UBA4293
SGB_6279	N1	p__Firmicutes_A	g__UBA1258
SGB_5105	N1	p__Firmicutes_A	g__
SGB_2415	N1	p__Bacteroidota	g__RC9
SGB_2323	N1	p__Bacteroidota	g__RC9
SGB_18608	N1	p__Spirochaetota	g__Treponema_D
SGB_7982	N1	p__Firmicutes_A	g__CAG-488
SGB_10170	N1	p__Firmicutes_A	g__
SGB_943	N1	p__Bacteroidota	g__UBA4372
SGB_6554	N1	p__Firmicutes_A	g__XBB2008
SGB_13218	N1	p__Firmicutes_A	g__
SGB_14896	N1	p__Firmicutes_A	g__UBA1777
SGB_12130	N1	p__Firmicutes_A	g__UMGS1696
SGB_2436	N1	p__Bacteroidota	g__RC9
SGB_5073	N1	p__Firmicutes_A	g__
SGB_15310	N1	p__Firmicutes_A	g__HUN007
SGB_6455	N1	p__Firmicutes_A	g__UBA2882
SGB_880	N1	p__Bacteroidota	g__UBA4334
SGB_175	N1	p__Thermoplasmatota	g__MX-02
SGB_15386	N1	p__Firmicutes_A	g__Ruminococcus
SGB_18686	N1	p__Spirochaetota	g__Treponema_D
SGB_2474	N1	p__Bacteroidota	g__RC9
SGB_12250	N1	p__Firmicutes_A	g__UMGS1815
SGB_18790	N1	p__Verrucomicrobiota	g__UBA1067
SGB_848	N1	p__Bacteroidota	g__UBA1786
SGB_16773	N1	p__Firmicutes_C	g__Phascolarctobacterium_A
SGB_1531	N1	p__Bacteroidota	g__UBA1723
SGB_6242	N1	p__Firmicutes_A	g__Stomatobaculum_A
SGB_5157	N1	p__Firmicutes_A	g__
SGB_18561	N1	p__Spirochaetota	g__Treponema_D
SGB_6172	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_2	N1	p__Halobacteriota	g__
SGB_15381	N1	p__Firmicutes_A	g__Ruminococcus
SGB_942	N1	p__Bacteroidota	g__UBA4372
SGB_936	N1	p__Bacteroidota	g__UBA4372
SGB_15131	N1	p__Firmicutes_A	g__
SGB_2745	N1	p__Bacteroidota	g__UBA1232
SGB_18816	N1	p__Verrucomicrobiota	g__UBA1067
SGB_17029	N1	p__Firmicutes	g__UBA636
SGB_5	N1	p__Halobacteriota	g__Methanocorpusculum
SGB_18607	N1	p__Spirochaetota	g__Treponema_D
SGB_6138	N1	p__Firmicutes_A	g__NK4A136
SGB_4897	N1	p__Firmicutes_A	g__
SGB_5908	N1	p__Firmicutes_A	g__Eubacterium_Q
SGB_6548	N1	p__Firmicutes_A	g__XBB2008
SGB_14781	N1	p__Firmicutes_A	g__CAG-83
SGB_400	N1	p__Bacteroidota	g__
SGB_16791	N1	p__Firmicutes_C	g__
SGB_5398	N1	p__Firmicutes_A	g__AC2028
SGB_898	N1	p__Bacteroidota	g__UBA4334
SGB_19142	N1	p__Verrucomicrobiota	g__Akkermansia
SGB_5736	N1	p__Firmicutes_A	g__CAG-194
SGB_13224	N1	p__Firmicutes_A	g__
SGB_2473	N1	p__Bacteroidota	g__RC9
SGB_18684	N1	p__Spirochaetota	g__Treponema_D
SGB_332	N1	p__Bacteroidota	g__
SGB_2095	N1	p__Bacteroidota	g__UBA3663
SGB_6431	N1	p__Firmicutes_A	g__UBA2868
SGB_5834	N1	p__Firmicutes_A	g__CAG-95
SGB_15997	N1	p__Firmicutes_A	g__Saccharofermentans
SGB_5125	N1	p__Firmicutes_A	g__
SGB_674	N1	p__Bacteroidota	g__Prevotella
SGB_17540	N1	p__Firmicutes	g__UBA3207
SGB_18637	N1	p__Spirochaetota	g__Treponema_D
SGB_14830	N1	p__Firmicutes_A	g__F23-B02
SGB_3199	N1	p__Fibrobacterota	g__Fibrobacter
SGB_2459	N1	p__Bacteroidota	g__RC9
SGB_893	N1	p__Bacteroidota	g__UBA4334
SGB_2422	N1	p__Bacteroidota	g__RC9
SGB_14823	N1	p__Firmicutes_A	g__F23-B02
SGB_13242	N1	p__Firmicutes_A	g__
SGB_18639	N1	p__Spirochaetota	g__Treponema_D
SGB_776	N1	p__Bacteroidota	g__UBA1189
SGB_5037	N1	p__Firmicutes_A	g__
SGB_13223	N1	p__Firmicutes_A	g__
SGB_2421	N1	p__Bacteroidota	g__RC9
SGB_1525	N1	p__Bacteroidota	g__UBA1181
SGB_17919	N1	p__Planctomycetota	g__
SGB_887	N1	p__Bacteroidota	g__UBA4334
SGB_899	N1	p__Bacteroidota	g__UBA4334
SGB_876	N1	p__Bacteroidota	g__UBA4334
SGB_18796	N1	p__Verrucomicrobiota	g__UBA1067
SGB_5070	N1	p__Firmicutes_A	g__
SGB_2746	N1	p__Bacteroidota	g__UBA1232
SGB_14912	N1	p__Firmicutes_A	g__UBA1777
SGB_2157	N1	p__Bacteroidota	g__Bact-11
SGB_6353	N1	p__Firmicutes_A	g__UBA1712-A
SGB_9235	N1	p__Firmicutes_A	g__UBA737
SGB_14788	N1	p__Firmicutes_A	g__CAG-83
SGB_2444	N1	p__Bacteroidota	g__RC9
SGB_15304	N1	p__Firmicutes_A	g__HUN007
SGB_17925	N1	p__Planctomycetota	g__
SGB_19166	N1	p__Verrucomicrobiota	g__Akkermansia
SGB_16778	N1	p__Firmicutes_C	g__Phascolarctobacterium_A
SGB_7987	N1	p__Firmicutes_A	g__CAG-488
SGB_15949	N1	p__Firmicutes_A	g__
SGB_18518	N1	p__Spirochaetota	g__
SGB_5122	N1	p__Firmicutes_A	g__
SGB_2156	N1	p__Bacteroidota	g__Bact-11
SGB_921	N1	p__Bacteroidota	g__UBA4372
SGB_2060	N1	p__Bacteroidota	g__UBA3663
SGB_7726	N1	p__Firmicutes_A	g__CAG-177
SGB_2281	N1	p__Bacteroidota	g__RC9
SGB_5040	N1	p__Firmicutes_A	g__
SGB_15923	N1	p__Firmicutes_A	g__UBA1764
SGB_4903	N1	p__Firmicutes_A	g__
SGB_5592	N1	p__Firmicutes_A	g__Agathobacter
SGB_2820	N1	p__Bacteroidota	g__F23-D06
SGB_18671	N1	p__Spirochaetota	g__Treponema_D
SGB_6476	N1	p__Firmicutes_A	g__UBA3633
SGB_14782	N1	p__Firmicutes_A	g__CAG-83
SGB_2482	N1	p__Bacteroidota	g__RC9
SGB_2160	N1	p__Bacteroidota	g__Bact-11
SGB_18763	N1	p__Verrucomicrobiota	g__RUG572
SGB_6422	N1	p__Firmicutes_A	g__UBA2868
SGB_17032	N1	p__Firmicutes	g__UBA636
SGB_6414	N1	p__Firmicutes_A	g__UBA2868
SGB_9695	N1	p__Firmicutes_A	g__UMGS1487
SGB_6167	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_845	N1	p__Bacteroidota	g__UBA1786
SGB_5858	N1	p__Firmicutes_A	g__COE1
SGB_15312	N1	p__Firmicutes_A	g__HUN007
SGB_18751	N1	p__Verrucomicrobiota	g__
SGB_5855	N1	p__Firmicutes_A	g__COE1
SGB_2041	N1	p__Bacteroidota	g__UBA3663
SGB_5152	N1	p__Firmicutes_A	g__
SGB_15480	N1	p__Firmicutes_A	g__UBA5884
SGB_894	N1	p__Bacteroidota	g__UBA4334
SGB_6301	N1	p__Firmicutes_A	g__UBA1258
SGB_6482	N1	p__Firmicutes_A	g__UBA3766
SGB_15384	N1	p__Firmicutes_A	g__Ruminococcus
SGB_15978	N1	p__Firmicutes_A	g__Saccharofermentans
SGB_401	N1	p__Bacteroidota	g__
SGB_14793	N1	p__Firmicutes_A	g__CAG-83
SGB_19168	N1	p__Verrucomicrobiota	g__Akkermansia
SGB_6297	N1	p__Firmicutes_A	g__UBA1258
SGB_6397	N1	p__Firmicutes_A	g__UBA2868
SGB_18674	N1	p__Spirochaetota	g__Treponema_D
SGB_6337	N1	p__Firmicutes_A	g__UBA1712-A
SGB_1392	N1	p__Bacteroidota	g__RF16
SGB_759	N1	p__Bacteroidota	g__UBA1179
SGB_6478	N1	p__Firmicutes_A	g__UBA3633
SGB_6121	N1	p__Firmicutes_A	g__NK4A136
SGB_3208	N1	p__Fibrobacterota	g__UBA1765
SGB_5164	N1	p__Firmicutes_A	g__
SGB_15389	N1	p__Firmicutes_A	g__Ruminococcus
SGB_6480	N1	p__Firmicutes_A	g__UBA3766
SGB_18737	N1	p__Synergistota	g__
SGB_4898	N1	p__Firmicutes_A	g__
SGB_18765	N1	p__Verrucomicrobiota	g__RUG572
SGB_677	N1	p__Bacteroidota	g__Prevotella
SGB_2471	N1	p__Bacteroidota	g__RC9
SGB_2044	N1	p__Bacteroidota	g__UBA3663
SGB_5183	N1	p__Firmicutes_A	g__
SGB_4313	N1	p__Firmicutes_A	g__RUG563
SGB_18789	N1	p__Verrucomicrobiota	g__UBA1067
SGB_962	N1	p__Bacteroidota	g__UBA6382
SGB_10532	N1	p__Firmicutes_A	g__CAG-390
SGB_4220	N1	p__Firmicutes_A	g__
SGB_6298	N1	p__Firmicutes_A	g__UBA1258
SGB_2154	N1	p__Bacteroidota	g__Bact-11
SGB_18692	N1	p__Spirochaetota	g__Treponema_D
SGB_6366	N1	p__Firmicutes_A	g__UBA1729
SGB_2108	N1	p__Bacteroidota	g__UBA3824
SGB_4348	N1	p__Firmicutes_A	g__SFHK01
SGB_6405	N1	p__Firmicutes_A	g__UBA2868
SGB_2460	N1	p__Bacteroidota	g__RC9
SGB_17917	N1	p__Planctomycetota	g__
SGB_870	N1	p__Bacteroidota	g__UBA4293
SGB_6123	N1	p__Firmicutes_A	g__NK4A136
SGB_14802	N1	p__Firmicutes_A	g__ER4
SGB_12060	N1	p__Firmicutes_A	g__UMGS1225
SGB_15925	N1	p__Firmicutes_A	g__UBA1764
SGB_918	N1	p__Bacteroidota	g__UBA4372
SGB_5387	N1	p__Firmicutes_A	g__992a
SGB_1214	N1	p__Bacteroidota	g__UBA1711
SGB_10165	N1	p__Firmicutes_A	g__
SGB_6333	N1	p__Firmicutes_A	g__UBA1712-A
SGB_6334	N1	p__Firmicutes_A	g__UBA1712-A
SGB_18682	N1	p__Spirochaetota	g__Treponema_D
SGB_14841	N1	p__Firmicutes_A	g__NK3B98
SGB_5832	N1	p__Firmicutes_A	g__CAG-95
SGB_2081	N1	p__Bacteroidota	g__UBA3663
SGB_5907	N1	p__Firmicutes_A	g__Eubacterium_Q
SGB_2446	N1	p__Bacteroidota	g__RC9
SGB_6153	N1	p__Firmicutes_A	g__Pseudobutyrivibrio
SGB_14879	N1	p__Firmicutes_A	g__UBA1774
SGB_867	N1	p__Bacteroidota	g__UBA4293
SGB_14943	N1	p__Firmicutes_A	g__UBA738
SGB_3191	N1	p__Fibrobacterota	g__Fibrobacter
SGB_14895	N1	p__Firmicutes_A	g__UBA1777
SGB_8005	N1	p__Firmicutes_A	g__CAG-488
SGB_3169	N1	p__Fibrobacterota	g__Fibrobacter
SGB_7997	N1	p__Firmicutes_A	g__CAG-488
SGB_2324	N1	p__Bacteroidota	g__RC9
SGB_14791	N1	p__Firmicutes_A	g__CAG-83
SGB_5455	N1	p__Firmicutes_A	g__Acetatifactor
