SGB_ID	Node	GTDB_phylum	GTDB_genus
SGB_5243	Tibetanantelope	p__Firmicutes_A	g__
SGB_14164	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16374	Tibetanantelope	p__Firmicutes_A	g__
SGB_3873	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_5487	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_15458	Tibetanantelope	p__Firmicutes_A	g__UBA3855
SGB_14771	Tibetanantelope	p__Firmicutes_A	g__CAG-170
SGB_10768	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_14571	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14206	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14631	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10713	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_1856	Tibetanantelope	p__Bacteroidota	g__Alistipes
SGB_5246	Tibetanantelope	p__Firmicutes_A	g__
SGB_10540	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_9442	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_14590	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_11623	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_14213	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5810	Tibetanantelope	p__Firmicutes_A	g__CAG-81
SGB_3861	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_11975	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_4370	Tibetanantelope	p__Firmicutes_A	g__SFMI01
SGB_14625	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9709	Tibetanantelope	p__Firmicutes_A	g__UMGS1487
SGB_6191	Tibetanantelope	p__Firmicutes_A	g__Roseburia
SGB_14728	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_3955	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_14188	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5554	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_6036	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_14529	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5522	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_14363	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12473	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_9566	Tibetanantelope	p__Firmicutes_A	g__UBA8612
SGB_6029	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_14546	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16692	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_14472	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14694	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5634	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_9975	Tibetanantelope	p__Firmicutes_A	g__
SGB_3885	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_15236	Tibetanantelope	p__Firmicutes_A	g__
SGB_10726	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_9648	Tibetanantelope	p__Firmicutes_A	g__UMGS1279
SGB_14700	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14638	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5868	Tibetanantelope	p__Firmicutes_A	g__COE1
SGB_6192	Tibetanantelope	p__Firmicutes_A	g__Roseburia
SGB_14865	Tibetanantelope	p__Firmicutes_A	g__Oscillibacter
SGB_12967	Tibetanantelope	p__Firmicutes_A	g__UBA1752
SGB_1926	Tibetanantelope	p__Bacteroidota	g__Alistipes
SGB_6972	Tibetanantelope	p__Firmicutes_A	g__UBA9506
SGB_3928	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_14769	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_2667	Tibetanantelope	p__Bacteroidota	g__RC9
SGB_14620	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_11494	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_14710	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14170	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_110	Tibetanantelope	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_14464	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12422	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_14718	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14595	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12435	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_11664	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_14698	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10740	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_109	Tibetanantelope	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_10775	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_5585	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_15531	Tibetanantelope	p__Firmicutes_A	g__UMGS1668
SGB_14328	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9031	Tibetanantelope	p__Firmicutes_A	g__UBA6857
SGB_6047	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_15862	Tibetanantelope	p__Firmicutes_A	g__Mogibacterium
SGB_11531	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_11468	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_2679	Tibetanantelope	p__Bacteroidota	g__RC9
SGB_8232	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_14505	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12593	Tibetanantelope	p__Firmicutes_A	g__UMGS902
SGB_11001	Tibetanantelope	p__Firmicutes_A	g__UBA1380
SGB_15067	Tibetanantelope	p__Firmicutes_A	g__QAKW01
SGB_13315	Tibetanantelope	p__Firmicutes_A	g__
SGB_14438	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14432	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12446	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_12505	Tibetanantelope	p__Firmicutes_A	g__UMGS731
SGB_5510	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_14462	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14960	Tibetanantelope	p__Firmicutes_A	g__UBA9475
SGB_10787	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_12162	Tibetanantelope	p__Firmicutes_A	g__UMGS1696
SGB_12166	Tibetanantelope	p__Firmicutes_A	g__UMGS1696
SGB_11990	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_3502	Tibetanantelope	p__Firmicutes_A	g__
SGB_6011	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_14870	Tibetanantelope	p__Firmicutes_A	g__Oscillibacter
SGB_15769	Tibetanantelope	p__Firmicutes_A	g__
SGB_6215	Tibetanantelope	p__Firmicutes_A	g__SFDP01
SGB_3849	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_3219	Tibetanantelope	p__Firmicutes_A	g__
SGB_14263	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_3852	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_14362	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9448	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_14461	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_4863	Tibetanantelope	p__Firmicutes_A	g__
SGB_12477	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_7230	Tibetanantelope	p__Firmicutes_A	g__
SGB_12501	Tibetanantelope	p__Firmicutes_A	g__UMGS731
SGB_5867	Tibetanantelope	p__Firmicutes_A	g__COE1
SGB_19234	Tibetanantelope	p__Verrucomicrobiota	g__Akkermansia
SGB_14221	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_6053	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_8229	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_14194	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5352	Tibetanantelope	p__Firmicutes_A	g__
SGB_8369	Tibetanantelope	p__Firmicutes_A	g__RUG806
SGB_3875	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_113	Tibetanantelope	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_10697	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_16389	Tibetanantelope	p__Firmicutes_A	g__
SGB_9923	Tibetanantelope	p__Firmicutes_A	g__UMGS172
SGB_11953	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_16213	Tibetanantelope	p__Firmicutes_A	g__
SGB_14998	Tibetanantelope	p__Firmicutes_A	g__
SGB_10307	Tibetanantelope	p__Firmicutes_A	g__
SGB_15734	Tibetanantelope	p__Firmicutes_A	g__
SGB_6031	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_14567	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_6826	Tibetanantelope	p__Firmicutes_A	g__
SGB_7805	Tibetanantelope	p__Firmicutes_A	g__CAG-177
SGB_3975	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_10296	Tibetanantelope	p__Firmicutes_A	g__
SGB_10924	Tibetanantelope	p__Firmicutes_A	g__QALR01
SGB_14376	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15201	Tibetanantelope	p__Firmicutes_A	g__
SGB_14526	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_6025	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_4203	Tibetanantelope	p__Firmicutes_A	g__
SGB_11967	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_9466	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_5565	Tibetanantelope	p__Firmicutes_A	g__Acetivibrio_A
SGB_14444	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10347	Tibetanantelope	p__Firmicutes_A	g__
SGB_15478	Tibetanantelope	p__Firmicutes_A	g__UBA3855
SGB_7796	Tibetanantelope	p__Firmicutes_A	g__CAG-177
SGB_14452	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10941	Tibetanantelope	p__Firmicutes_A	g__UBA11512
SGB_5625	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_12202	Tibetanantelope	p__Firmicutes_A	g__UMGS1696
SGB_15855	Tibetanantelope	p__Firmicutes_A	g__Mogibacterium
SGB_6010	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_10299	Tibetanantelope	p__Firmicutes_A	g__
SGB_16604	Tibetanantelope	p__Firmicutes_A	g__
SGB_8206	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_5290	Tibetanantelope	p__Firmicutes_A	g__
SGB_4868	Tibetanantelope	p__Firmicutes_A	g__
SGB_5840	Tibetanantelope	p__Firmicutes_A	g__CAG-95
SGB_11941	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_11947	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_1911	Tibetanantelope	p__Bacteroidota	g__Alistipes
SGB_10548	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_11006	Tibetanantelope	p__Firmicutes_A	g__UBA1380
SGB_4100	Tibetanantelope	p__Firmicutes_A	g__UBA7597
SGB_14465	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9390	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_7646	Tibetanantelope	p__Firmicutes_A	g__
SGB_10408	Tibetanantelope	p__Firmicutes_A	g__
SGB_14629	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15230	Tibetanantelope	p__Firmicutes_A	g__
SGB_14672	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5873	Tibetanantelope	p__Firmicutes_A	g__Dorea
SGB_11932	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_6017	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_7977	Tibetanantelope	p__Firmicutes_A	g__CAG-488
SGB_5567	Tibetanantelope	p__Firmicutes_A	g__Acetivibrio_A
SGB_16386	Tibetanantelope	p__Firmicutes_A	g__
SGB_14437	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16694	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_6186	Tibetanantelope	p__Firmicutes_A	g__Roseburia
SGB_1606	Tibetanantelope	p__Bacteroidota	g__Alistipes
SGB_12051	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_10541	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_10724	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_11959	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_12500	Tibetanantelope	p__Firmicutes_A	g__UMGS731
SGB_10710	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_3847	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_4523	Tibetanantelope	p__Firmicutes_A	g__UMGS1322
SGB_14531	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_3831	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_14294	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16342	Tibetanantelope	p__Firmicutes_A	g__
SGB_3529	Tibetanantelope	p__Firmicutes_A	g__
SGB_16469	Tibetanantelope	p__Firmicutes_A	g__
SGB_10760	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_10751	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_15767	Tibetanantelope	p__Firmicutes_A	g__
SGB_14209	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12215	Tibetanantelope	p__Firmicutes_A	g__UMGS1696
SGB_8026	Tibetanantelope	p__Firmicutes_A	g__CAG-488
SGB_13403	Tibetanantelope	p__Firmicutes_A	g__
SGB_8642	Tibetanantelope	p__Firmicutes_A	g__SFWF01
SGB_4336	Tibetanantelope	p__Firmicutes_A	g__SFFH01
SGB_16089	Tibetanantelope	p__Firmicutes_A	g__CAG-273
SGB_5342	Tibetanantelope	p__Firmicutes_A	g__
SGB_16214	Tibetanantelope	p__Firmicutes_A	g__
SGB_2708	Tibetanantelope	p__Bacteroidota	g__RC9
SGB_15443	Tibetanantelope	p__Firmicutes_A	g__UBA1762
SGB_16391	Tibetanantelope	p__Firmicutes_A	g__
SGB_4196	Tibetanantelope	p__Firmicutes_A	g__
SGB_14569	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12425	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_14563	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14248	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_4194	Tibetanantelope	p__Firmicutes_A	g__
SGB_7811	Tibetanantelope	p__Firmicutes_A	g__CAG-177
SGB_13312	Tibetanantelope	p__Firmicutes_A	g__
SGB_12426	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_8550	Tibetanantelope	p__Firmicutes_A	g__Ruminococcus_H
SGB_10693	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_6229	Tibetanantelope	p__Firmicutes_A	g__SFDP01
SGB_14491	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5486	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_10761	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_8226	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_12502	Tibetanantelope	p__Firmicutes_A	g__UMGS731
SGB_13382	Tibetanantelope	p__Firmicutes_A	g__
SGB_15179	Tibetanantelope	p__Firmicutes_A	g__
SGB_261	Tibetanantelope	p__Actinobacteriota	g__Parvibacter
SGB_6018	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_6875	Tibetanantelope	p__Firmicutes_A	g__
SGB_14929	Tibetanantelope	p__Firmicutes_A	g__UBA1777
SGB_14324	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14469	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10720	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_6012	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_14810	Tibetanantelope	p__Firmicutes_A	g__Evtepia
SGB_10701	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_5847	Tibetanantelope	p__Firmicutes_A	g__CAG-95
SGB_8658	Tibetanantelope	p__Firmicutes_A	g__SFWF01
SGB_5838	Tibetanantelope	p__Firmicutes_A	g__CAG-95
SGB_4269	Tibetanantelope	p__Firmicutes_A	g__Firm-11
SGB_15206	Tibetanantelope	p__Firmicutes_A	g__
SGB_14527	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_8873	Tibetanantelope	p__Firmicutes_A	g__UBA5905
SGB_14669	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15860	Tibetanantelope	p__Firmicutes_A	g__Mogibacterium
SGB_13067	Tibetanantelope	p__Firmicutes_A	g__UMGS1387
SGB_7047	Tibetanantelope	p__Firmicutes_A	g__
SGB_13071	Tibetanantelope	p__Firmicutes_A	g__UMGS1387
SGB_8867	Tibetanantelope	p__Firmicutes_A	g__UBA5905
SGB_5627	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_3856	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_5339	Tibetanantelope	p__Firmicutes_A	g__
SGB_3215	Tibetanantelope	p__Firmicutes_A	g__
SGB_14530	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14315	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16842	Tibetanantelope	p__Firmicutes	g__UMGS268
SGB_4199	Tibetanantelope	p__Firmicutes_A	g__
SGB_9368	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_10295	Tibetanantelope	p__Firmicutes_A	g__
SGB_10398	Tibetanantelope	p__Firmicutes_A	g__
SGB_3924	Tibetanantelope	p__Firmicutes_A	g__QALS01
SGB_14665	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_8230	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_8039	Tibetanantelope	p__Firmicutes_A	g__CAG-488
SGB_14993	Tibetanantelope	p__Firmicutes_A	g__
SGB_15733	Tibetanantelope	p__Firmicutes_A	g__
SGB_5839	Tibetanantelope	p__Firmicutes_A	g__CAG-95
SGB_6841	Tibetanantelope	p__Firmicutes_A	g__
SGB_5785	Tibetanantelope	p__Firmicutes_A	g__CAG-590
SGB_15490	Tibetanantelope	p__Firmicutes_A	g__UBA946
SGB_14510	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5548	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_5279	Tibetanantelope	p__Firmicutes_A	g__
SGB_6617	Tibetanantelope	p__Firmicutes_A	g__
SGB_5278	Tibetanantelope	p__Firmicutes_A	g__
SGB_12419	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_8256	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_10465	Tibetanantelope	p__Firmicutes_A	g__
SGB_14654	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_8645	Tibetanantelope	p__Firmicutes_A	g__SFWF01
SGB_18451	Tibetanantelope	p__Proteobacteria	g__Oxalobacter
SGB_16755	Tibetanantelope	p__Firmicutes_C	g__
SGB_5242	Tibetanantelope	p__Firmicutes_A	g__
SGB_11654	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_16578	Tibetanantelope	p__Firmicutes_A	g__
SGB_14289	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_15692	Tibetanantelope	p__Firmicutes_A	g__
SGB_12028	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_11447	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_12296	Tibetanantelope	p__Firmicutes_A	g__UMGS1815
SGB_7229	Tibetanantelope	p__Firmicutes_A	g__
SGB_11991	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_14193	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14661	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16716	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_14298	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12031	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_12431	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_12577	Tibetanantelope	p__Firmicutes_A	g__UMGS874
SGB_6817	Tibetanantelope	p__Firmicutes_A	g__
SGB_15617	Tibetanantelope	p__Firmicutes_A	g__
SGB_9450	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_4401	Tibetanantelope	p__Firmicutes_A	g__UBA11524
SGB_4136	Tibetanantelope	p__Firmicutes_A	g__SFEL01
SGB_6082	Tibetanantelope	p__Firmicutes_A	g__GCA-900066135
SGB_14690	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_5488	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_11026	Tibetanantelope	p__Firmicutes_A	g__UBA1380
SGB_533	Tibetanantelope	p__Bacteroidota	g__
SGB_4864	Tibetanantelope	p__Firmicutes_A	g__
SGB_7939	Tibetanantelope	p__Firmicutes_A	g__CAG-180
SGB_14608	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_9669	Tibetanantelope	p__Firmicutes_A	g__UMGS1484
SGB_7222	Tibetanantelope	p__Firmicutes_A	g__
SGB_13385	Tibetanantelope	p__Firmicutes_A	g__
SGB_13547	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_2699	Tibetanantelope	p__Bacteroidota	g__RC9
SGB_9437	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_6079	Tibetanantelope	p__Firmicutes_A	g__G11
SGB_12503	Tibetanantelope	p__Firmicutes_A	g__UMGS731
SGB_5323	Tibetanantelope	p__Firmicutes_A	g__
SGB_11747	Tibetanantelope	p__Firmicutes_A	g__UBA7573
SGB_12777	Tibetanantelope	p__Firmicutes_A	g__
SGB_7962	Tibetanantelope	p__Firmicutes_A	g__CAG-180
SGB_12462	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_8228	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_16355	Tibetanantelope	p__Firmicutes_A	g__
SGB_8823	Tibetanantelope	p__Firmicutes_A	g__UBA5905
SGB_1957	Tibetanantelope	p__Bacteroidota	g__Tidjanibacter
SGB_10383	Tibetanantelope	p__Firmicutes_A	g__
SGB_14613	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14922	Tibetanantelope	p__Firmicutes_A	g__UBA1777
SGB_4921	Tibetanantelope	p__Firmicutes_A	g__UBA8514
SGB_11599	Tibetanantelope	p__Firmicutes_A	g__UBA1740
SGB_5619	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_12068	Tibetanantelope	p__Firmicutes_A	g__UMGS1225
SGB_16715	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_12475	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_6219	Tibetanantelope	p__Firmicutes_A	g__SFDP01
SGB_16585	Tibetanantelope	p__Firmicutes_A	g__
SGB_11961	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_9645	Tibetanantelope	p__Firmicutes_A	g__UMGS1279
SGB_8225	Tibetanantelope	p__Firmicutes_A	g__DTU089_A
SGB_10451	Tibetanantelope	p__Firmicutes_A	g__
SGB_5523	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_15527	Tibetanantelope	p__Firmicutes_A	g__UMGS1668
SGB_7322	Tibetanantelope	p__Firmicutes_A	g__UMGS1494
SGB_5562	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_14182	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_10791	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_10746	Tibetanantelope	p__Firmicutes_A	g__CAG-448
SGB_15795	Tibetanantelope	p__Firmicutes_A	g__Emergencia
SGB_6180	Tibetanantelope	p__Firmicutes_A	g__Roseburia
SGB_7224	Tibetanantelope	p__Firmicutes_A	g__
SGB_15774	Tibetanantelope	p__Firmicutes_A	g__
SGB_10357	Tibetanantelope	p__Firmicutes_A	g__
SGB_6230	Tibetanantelope	p__Firmicutes_A	g__SFDP01
SGB_12414	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_5637	Tibetanantelope	p__Firmicutes_A	g__Agathobacter
SGB_14334	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_6835	Tibetanantelope	p__Firmicutes_A	g__
SGB_14316	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12036	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_14434	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16344	Tibetanantelope	p__Firmicutes_A	g__
SGB_15903	Tibetanantelope	p__Firmicutes_A	g__UBA1191
SGB_15701	Tibetanantelope	p__Firmicutes_A	g__
SGB_13064	Tibetanantelope	p__Firmicutes_A	g__UMGS1387
SGB_6013	Tibetanantelope	p__Firmicutes_A	g__Faecalimonas
SGB_13885	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_14240	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_3596	Tibetanantelope	p__Firmicutes_A	g__
SGB_112	Tibetanantelope	p__Methanobacteriota	g__Methanobrevibacter_A
SGB_6958	Tibetanantelope	p__Firmicutes_A	g__UBA9506
SGB_12401	Tibetanantelope	p__Firmicutes_A	g__UMGS1865
SGB_3222	Tibetanantelope	p__Firmicutes_A	g__
SGB_15616	Tibetanantelope	p__Firmicutes_A	g__
SGB_16952	Tibetanantelope	p__Firmicutes	g__Bulleidia
SGB_5461	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_11034	Tibetanantelope	p__Firmicutes_A	g__UBA1380
SGB_4920	Tibetanantelope	p__Firmicutes_A	g__Anaerotignum
SGB_3049	Tibetanantelope	p__Desulfobacterota	g__
SGB_10872	Tibetanantelope	p__Firmicutes_A	g__Firm-07
SGB_15905	Tibetanantelope	p__Firmicutes_A	g__UBA1191
SGB_10008	Tibetanantelope	p__Firmicutes_A	g__UBA4644
SGB_5519	Tibetanantelope	p__Firmicutes_A	g__Acetatifactor
SGB_9441	Tibetanantelope	p__Firmicutes_A	g__UBA737
SGB_14379	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_12562	Tibetanantelope	p__Firmicutes_A	g__UMGS874
SGB_10550	Tibetanantelope	p__Firmicutes_A	g__CAG-390
SGB_16706	Tibetanantelope	p__Firmicutes_A	g__UMGS1883
SGB_6354	Tibetanantelope	p__Firmicutes_A	g__UBA1712-A
SGB_9836	Tibetanantelope	p__Firmicutes_A	g__UMGS1623
SGB_11933	Tibetanantelope	p__Firmicutes_A	g__UMGS1002
SGB_5877	Tibetanantelope	p__Firmicutes_A	g__Eisenbergiella
SGB_14422	Tibetanantelope	p__Firmicutes_A	g__CAG-110
SGB_16373	Tibetanantelope	p__Firmicutes_A	g__
SGB_15766	Tibetanantelope	p__Firmicutes_A	g__
SGB_14218	Tibetanantelope	p__Firmicutes_A	g__CAG-110
