Sample,Coverage,Group
TP20200814-DZC8_DT2009055336-1,0.028015082,SGB_8084
TP20200814-DZC90_DT2009055418-1,0.05035972,SGB_8084
TP20200814-DZC92_DT2009055420-1,0.027846338,SGB_8084
TP20200814-DZC93_DT2009055421-1,0.014158431,SGB_8084
TP20200814-DZC94_DT2009055422-1,0.008496389,SGB_8084
TP20200814-DZC95_DT2009055423-1,0.000326986,SGB_8084
TP20200814-DZC96_DT2009055424-1,0.041195005,SGB_8084
TP20200814-DZC97_DT2009055425-1,0.008864336,SGB_8084
TP20200814-DZC98_DT2009055426-1,0.040559587,SGB_8084
TP20200814-DZC99_DT2009055427-1,0.034429822,SGB_8084
TP20200814-DZC9_DT2009055337-1,0.09768414,SGB_8084
TP20200815-DZC10_DT2009055480-1,0.095005584,SGB_8084
TP20200815-DZC11_DT2009055481-1,0.000687581,SGB_8084
TP20200815-DZC12_DT2009055482-1,0.018737637,SGB_8084
TP20200815-DZC13_DT2009055483-1,0.036911276,SGB_8084
TP20200815-DZC14_DT2009055484-1,0.033178943,SGB_8084
TP20200815-DZC15_DT2009055485-1,0.007730037,SGB_8084
TP20200815-DZC16_DT2009055486-1,0.022319781,SGB_8084
TP20200815-DZC17_DT2009055487-1,0.006129765,SGB_8084
TP20200815-DZC19_DT2009055489-1,0.006278904,SGB_8084
TP20200815-DZC20_DT2009055490-1,0.292025949,SGB_8084
TP20200815-DZC22_DT2009055492-1,0.000561898,SGB_8084
TP20200815-DZC23_DT2009055493-1,0.001847087,SGB_8084
TP20200815-DZC24_DT2009055494-1,0.146476146,SGB_8084
TP20200815-DZC26_DT2009055496-1,0.001939161,SGB_8084
TP20200815-DZC27_DT2009055497-1,0.046140408,SGB_8084
TP20200815-DZC28_DT2009055498-1,0.002225186,SGB_8084
TP20200815-DZC30_DT2009055500-1,0.142066735,SGB_8084
TP20200815-DZC31_DT2009055501-1,0.002267197,SGB_8084
TP20200815-DZC32_DT2009055502-1,0.000217057,SGB_8084
TP20200815-DZC33_DT2009055503-1,0.005742913,SGB_8084
TP20200815-DZC35_DT2009055505-1,0.002534668,SGB_8084
TP20200815-DZC36_DT2009055506-1,0.119996569,SGB_8084
TP20200815-DZC37_DT2009055507-1,0.053525954,SGB_8084
TP20200815-DZC38_DT2009055508-1,0.033703381,SGB_8084
TP20200815-DZC39_DT2009055509-1,0.036882919,SGB_8084
TP20200815-DZC3_DT2009055473-1,0.005386519,SGB_8084
TP20200815-DZC40_DT2009055510-1,0.067452624,SGB_8084
TP20200815-DZC41_DT2009055511-1,0.001911504,SGB_8084
TP20200815-DZC42_DT2009055512-1,0.210591691,SGB_8084
TP20200815-DZC43_DT2009055513-1,0.051733832,SGB_8084
TP20200815-DZC44_DT2009055514-1,0.000192201,SGB_8084
TP20200815-DZC45_DT2009055515-1,0.001618126,SGB_8084
TP20200815-DZC46_DT2009055516-1,0.002234989,SGB_8084
TP20200815-DZC47_DT2009055517-1,0.019422768,SGB_8084
TP20200815-DZC48_DT2009055518-1,0.002624992,SGB_8084
TP20200815-DZC49_DT2009055519-1,0.093009008,SGB_8084
TP20200815-DZC50_DT2009055520-1,0.0664146,SGB_8084
TP20200815-DZC51_DT2009055521-1,0.002005678,SGB_8084
TP20200815-DZC53_DT2009055523-1,0.001704249,SGB_8084
TP20200815-DZC57_DT2009055527-1,0.002509111,SGB_8084
TP20200815-DZC58_DT2009055528-1,0.035963226,SGB_8084
TP20200815-DZC59_DT2009055529-1,0.004224213,SGB_8084
TP20200815-DZC5_DT2009055475-1,0.000195001,SGB_8084
TP20200815-DZC60_DT2009055530-1,0.013344816,SGB_8084
TP20200815-DZC61_DT2009055531-1,0.156995718,SGB_8084
TP20200815-DZC62_DT2009055532-1,0.001638432,SGB_8084
TP20200815-DZC66_DT2009055536-1,0.000291277,SGB_8084
TP20200815-DZC67_DT2009055537-1,0.00072119,SGB_8084
TP20200815-DZC68_DT2009055538-1,0.040408348,SGB_8084
TP20200815-DZC69_DT2009055539-1,0.092400548,SGB_8084
TP20200815-DZC70_DT2009055540-1,0.001995526,SGB_8084
TP20200815-DZC71_DT2009055541-1,0.064443231,SGB_8084
TP20200815-DZC73_DT2009055543-1,0.000913741,SGB_8084
TP20200815-DZC74_DT2009055544-1,0.039842949,SGB_8084
TP20200815-DZC75_DT2009055545-1,0.034829278,SGB_8084
TP20200815-DZC76_DT2009055546-1,0.004033763,SGB_8084
TP20200815-DZC77_DT2009055547-1,0.03916552,SGB_8084
TP20200815-DZC78_DT2009055548-1,0.000660274,SGB_8084
TP20200815-DZC8_DT2009055478-1,0.007256012,SGB_8084
TP20200815-DZC9_DT2009055479-1,0.028889262,SGB_8084
TP20200823-QMN1_DT2009055550-1,0.017047742,SGB_8084
TP20200823-QMN23_DT2009055554-1,0.00140387,SGB_8084
TP20200823-QMN30_DT2009055555-1,0.002180725,SGB_8084
TP20200823-QMN43_DT2009055556-1,0.002287153,SGB_8084
TP20200823-QMN4_DT2009055551-1,0.000515336,SGB_8084
TP20200823-QMN50_DT2009055557-1,0.019368504,SGB_8084
TP20200823-QMN58_DT2009055558-1,0.002917319,SGB_8084
TP20200823-QMN67_DT2009055559-1,0.001566663,SGB_8084
TP20200823-QMN73_DT2009055560-1,0.00334128,SGB_8084
TP20200824-WDL12_DT2009055564-1,0.002646347,SGB_8084
TP20200824-WDL18_DT2009055565-1,0.000391053,SGB_8084
TP20200824-WDL1_DT2009055561-1,0.000147739,SGB_8084
TP20200824-WDL28_DT2009055566-1,0.004378604,SGB_8084
TP20200824-WDL34_DT2009055567-1,0.002536068,SGB_8084
TP20200824-WDL39_DT2009055568-1,0.006800192,SGB_8084
TP20200824-WDL41_DT2009055569-1,0.003880773,SGB_8084
TP20200824-WDL49_DT2009055571-1,0.004194105,SGB_8084
TP20200824-WDL54_DT2009055572-1,0.004488883,SGB_8084
TP20200824-WDL5_DT2009055562-1,0.003240104,SGB_8084
TP20200824-WDL63_DT2009055575-1,0.002761178,SGB_8084
TP20200824-WDL65_DT2009055576-1,0.004918446,SGB_8084
TP20200824-WDL67_DT2009055577-1,0.008482385,SGB_8084
TP20200824-WDL69_DT2009055578-1,0.003461712,SGB_8084
TP20200824-WDL70_DT2009055579-1,0.014702824,SGB_8084
TP20200824-WDL71_DT2009055580-1,0.004122686,SGB_8084
TP20200824-WDL72_DT2009055581-1,0.03882453,SGB_8084
TP20200824-WDL73_DT2009055582-1,0.005493297,SGB_8084
TP20200824-WDL74_DT2009055583-1,0.002005328,SGB_8084
TP20200824-WDL75_DT2009055584-1,0.012009565,SGB_8084
TP20200824-WDL76_DT2009055585-1,0.00736174,SGB_8084
TP20200824-WDL77_DT2009055586-1,0.001976971,SGB_8084
TP20200824-WDL78_DT2009055587-1,0.006966836,SGB_8084
TP20200824-WDL79_DT2009055588-1,0.003743536,SGB_8084
TP20200824-WDL80_DT2009055589-1,0.003880072,SGB_8084
TP20200824-WDL81_DT2009055590-1,0.002630943,SGB_8084
TP20200824-WDL82_DT2009055591-1,0.00307346,SGB_8084
TP20200824-WDL9_DT2009055563-1,0.006409489,SGB_8084
TP20200825-WDL101_DT2009055615-1,0.00288546,SGB_8084
TP20200825-WDL105_DT2009055616-1,0.007690126,SGB_8084
TP20200825-WDL108_DT2009055617-1,0.005620731,SGB_8084
TP20200825-WDL112_DT2009055618-1,0.002692559,SGB_8084
TP20200825-WDL119_DT2009055619-1,0.007635512,SGB_8084
TP20200825-WDL13_DT2009055594-1,0.003866419,SGB_8084
TP20200825-WDL19_DT2009055595-1,0.009876803,SGB_8084
TP20200825-WDL1_DT2009055592-1,0.002464299,SGB_8084
TP20200825-WDL25_DT2009055596-1,0.004770007,SGB_8084
TP20200825-WDL31_DT2009055597-1,0.000515336,SGB_8084
TP20200825-WDL35_DT2009055598-1,0.005944566,SGB_8084
TP20200825-WDL41_DT2009055599-1,0.008087831,SGB_8084
TP20200825-WDL45_DT2009055600-1,0.005064785,SGB_8084
TP20200825-WDL48_DT2009055601-1,0.006095456,SGB_8084
TP20200825-WDL49_DT2009055602-1,0.003157132,SGB_8084
TP20200825-WDL50_DT2009055603-1,0.030191956,SGB_8084
TP20200825-WDL51_DT2009055604-1,0.003748788,SGB_8084
TP20200825-WDL57_DT2009055605-1,0.004485382,SGB_8084
TP20200825-WDL64_DT2009055606-1,9.42E-05,SGB_8084
TP20200825-WDL68_DT2009055607-1,0.004310336,SGB_8084
TP20200825-WDL73_DT2009055608-1,0.005339607,SGB_8084
TP20200825-WDL78_DT2009055609-1,0.007080266,SGB_8084
TP20200825-WDL7_DT2009055593-1,0.005414177,SGB_8084
TP20200825-WDL81_DT2009055610-1,0.009197974,SGB_8084
TP20200825-WDL82_DT2009055611-1,0.014164382,SGB_8084
TP20200825-WDL87_DT2009055612-1,0.001818379,SGB_8084
TP20200825-WDL92_DT2009055613-1,0.006876162,SGB_8084
TP20200825-WDL96_DT2009055614-1,0.001510998,SGB_8084
