SGB,Freq,Host,Type
TP20200814-DZC38_DT2009055366-1_bin.261,0.650980392,Tibetan antelope,Common
TP20200814-DZC39_DT2009055367-1_bin.109,0.91372549,Tibetan antelope,Common
TP20200814-DZC3_DT2009055331-1_bin.120,0.960784314,Tibetan antelope,Common
TP20200814-DZC3_DT2009055331-1_bin.198,0.960784314,Tibetan antelope,Common
TP20200814-DZC3_DT2009055331-1_bin.84,0.57254902,Tibetan antelope,Common
TP20200814-DZC40_DT2009055368-1_bin.38,0.77254902,Tibetan antelope,Common
TP20200814-DZC41_DT2009055369-1_bin.182,0.839215686,Tibetan antelope,Common
TP20200814-DZC42_DT2009055370-1_bin.236,0.949019608,Tibetan antelope,Common
TP20200814-DZC42_DT2009055370-1_bin.241,0.831372549,Tibetan antelope,Common
TP20200814-DZC42_DT2009055370-1_bin.245,0.894117647,Tibetan antelope,Common
TP20200814-DZC43_DT2009055371-1_bin.313,0.949019608,Tibetan antelope,Common
TP20200814-DZC44_DT2009055372-1_bin.114,0.807843137,Tibetan antelope,Common
TP20200814-DZC44_DT2009055372-1_bin.150,0.945098039,Tibetan antelope,Common
TP20200814-DZC46_DT2009055374-1_bin.264,0.839215686,Tibetan antelope,Common
TP20200814-DZC49_DT2009055377-1_bin.421,0.690196078,Tibetan antelope,Common
TP20200814-DZC4_DT2009055332-1_bin.179,0.905882353,Tibetan antelope,Common
TP20200814-DZC50_DT2009055378-1_bin.120,0.501960784,Tibetan antelope,Common
TP20200814-DZC50_DT2009055378-1_bin.183,0.968627451,Tibetan antelope,Common
TP20200814-DZC50_DT2009055378-1_bin.91,0.521568627,Tibetan antelope,Common
TP20200814-DZC51_DT2009055379-1_bin.178,0.752941176,Tibetan antelope,Common
TP20200814-DZC51_DT2009055379-1_bin.212,0.8,Tibetan antelope,Common
TP20200814-DZC53_DT2009055381-1_bin.266,0.752941176,Tibetan antelope,Common
TP20200814-DZC54_DT2009055382-1_bin.284,0.545098039,Tibetan antelope,Common
TP20200814-DZC54_DT2009055382-1_bin.294,0.650980392,Tibetan antelope,Common
TP20200814-DZC54_DT2009055382-1_bin.366,0.615686275,Tibetan antelope,Common
TP20200814-DZC58_DT2009055386-1_bin.106,0.839215686,Tibetan antelope,Common
TP20200814-DZC58_DT2009055386-1_bin.295,0.690196078,Tibetan antelope,Common
TP20200814-DZC58_DT2009055386-1_bin.346,0.835294118,Tibetan antelope,Common
TP20200814-DZC59_DT2009055387-1_bin.246,0.549019608,Tibetan antelope,Common
TP20200814-DZC5_DT2009055333-1_bin.123,0.960784314,Tibetan antelope,Common
TP20200814-DZC64_DT2009055392-1_bin.4,0.905882353,Tibetan antelope,Common
TP20200814-DZC65_DT2009055393-1_bin.151,0.811764706,Tibetan antelope,Common
TP20200814-DZC65_DT2009055393-1_bin.214,0.6,Tibetan antelope,Common
TP20200814-DZC65_DT2009055393-1_bin.23,0.796078431,Tibetan antelope,Common
TP20200814-DZC65_DT2009055393-1_bin.50,0.541176471,Tibetan antelope,Common
TP20200814-DZC66_DT2009055394-1_bin.103,0.564705882,Tibetan antelope,Common
TP20200814-DZC66_DT2009055394-1_bin.162,0.764705882,Tibetan antelope,Common
TP20200814-DZC66_DT2009055394-1_bin.199,0.619607843,Tibetan antelope,Common
TP20200814-DZC67_DT2009055395-1_bin.326,0.71372549,Tibetan antelope,Common
TP20200814-DZC67_DT2009055395-1_bin.327,0.823529412,Tibetan antelope,Common
TP20200814-DZC68_DT2009055396-1_bin.188,0.552941176,Tibetan antelope,Common
TP20200814-DZC74_DT2009055402-1_bin.175,0.729411765,Tibetan antelope,Common
TP20200814-DZC77_DT2009055405-1_bin.194,0.690196078,Tibetan antelope,Common
TP20200814-DZC78_DT2009055406-1_bin.10,0.741176471,Tibetan antelope,Common
TP20200814-DZC78_DT2009055406-1_bin.248,0.815686275,Tibetan antelope,Common
TP20200814-DZC79_DT2009055407-1_bin.163,0.823529412,Tibetan antelope,Common
TP20200814-DZC79_DT2009055407-1_bin.227,0.674509804,Tibetan antelope,Common
TP20200814-DZC79_DT2009055407-1_bin.38,0.694117647,Tibetan antelope,Common
TP20200814-DZC79_DT2009055407-1_bin.49,0.843137255,Tibetan antelope,Common
TP20200814-DZC84_DT2009055412-1_bin.211,0.905882353,Tibetan antelope,Common
TP20200814-DZC84_DT2009055412-1_bin.240,0.639215686,Tibetan antelope,Common
TP20200814-DZC85_DT2009055413-1_bin.125,0.635294118,Tibetan antelope,Common
TP20200814-DZC85_DT2009055413-1_bin.268,0.698039216,Tibetan antelope,Common
TP20200814-DZC86_DT2009055414-1_bin.214,0.831372549,Tibetan antelope,Common
TP20200814-DZC86_DT2009055414-1_bin.308,0.8,Tibetan antelope,Common
TP20200814-DZC86_DT2009055414-1_bin.329,0.592156863,Tibetan antelope,Common
TP20200814-DZC88_DT2009055416-1_bin.250,0.894117647,Tibetan antelope,Common
TP20200814-DZC88_DT2009055416-1_bin.418,0.521568627,Tibetan antelope,Common
TP20200814-DZC88_DT2009055416-1_bin.476,0.607843137,Tibetan antelope,Common
TP20200814-DZC88_DT2009055416-1_bin.480,0.831372549,Tibetan antelope,Common
TP20200814-DZC92_DT2009055420-1_bin.327,0.780392157,Tibetan antelope,Common
TP20200814-DZC93_DT2009055421-1_bin.150,0.909803922,Tibetan antelope,Common
TP20200814-DZC93_DT2009055421-1_bin.156,0.517647059,Tibetan antelope,Common
TP20200814-DZC93_DT2009055421-1_bin.97,0.91372549,Tibetan antelope,Common
TP20200814-DZC94_DT2009055422-1_bin.43,0.643137255,Tibetan antelope,Common
TP20200814-DZC95_DT2009055423-1_bin.1,0.670588235,Tibetan antelope,Common
TP20200814-DZC96_DT2009055424-1_bin.144,0.674509804,Tibetan antelope,Common
TP20200814-DZC96_DT2009055424-1_bin.95,0.968627451,Tibetan antelope,Common
TP20200814-DZC99_DT2009055427-1_bin.77,0.917647059,Tibetan antelope,Common
TP20200814-DZC9_DT2009055337-1_bin.287,0.768627451,Tibetan antelope,Common
TP20200814-DZC9_DT2009055337-1_bin.295,0.615686275,Tibetan antelope,Common
TP20200814-DZC9_DT2009055337-1_bin.86,0.51372549,Tibetan antelope,Common
TP20200815-DZC11_DT2009055481-1_bin.78,0.976470588,Tibetan antelope,Common
TP20200815-DZC11_DT2009055481-1_bin.91,0.745098039,Tibetan antelope,Common
TP20200815-DZC12_DT2009055482-1_bin.232,0.917647059,Tibetan antelope,Common
TP20200815-DZC12_DT2009055482-1_bin.281,0.788235294,Tibetan antelope,Common
TP20200815-DZC13_DT2009055483-1_bin.143,0.57254902,Tibetan antelope,Common
TP20200815-DZC13_DT2009055483-1_bin.192,0.88627451,Tibetan antelope,Common
TP20200815-DZC15_DT2009055485-1_bin.156,0.937254902,Tibetan antelope,Common
TP20200815-DZC15_DT2009055485-1_bin.252,0.97254902,Tibetan antelope,Common
TP20200815-DZC15_DT2009055485-1_bin.335,0.525490196,Tibetan antelope,Common
TP20200815-DZC16_DT2009055486-1_bin.45,0.992156863,Tibetan antelope,Common
TP20200815-DZC17_DT2009055487-1_bin.126,0.960784314,Tibetan antelope,Common
TP20200815-DZC17_DT2009055487-1_bin.6,0.596078431,Tibetan antelope,Common
TP20200815-DZC19_DT2009055489-1_bin.177,0.964705882,Tibetan antelope,Common
TP20200815-DZC20_DT2009055490-1_bin.291,0.521568627,Tibetan antelope,Common
TP20200815-DZC22_DT2009055492-1_bin.128,0.749019608,Tibetan antelope,Common
TP20200815-DZC22_DT2009055492-1_bin.172,0.941176471,Tibetan antelope,Common
TP20200815-DZC23_DT2009055493-1_bin.115,0.980392157,Tibetan antelope,Common
TP20200815-DZC23_DT2009055493-1_bin.49,0.952941176,Tibetan antelope,Common
TP20200815-DZC26_DT2009055496-1_bin.136,0.97254902,Tibetan antelope,Common
TP20200815-DZC26_DT2009055496-1_bin.151,0.941176471,Tibetan antelope,Common
TP20200815-DZC26_DT2009055496-1_bin.208,0.584313725,Tibetan antelope,Common
TP20200815-DZC27_DT2009055497-1_bin.101,0.756862745,Tibetan antelope,Common
TP20200815-DZC28_DT2009055498-1_bin.209,0.874509804,Tibetan antelope,Common
TP20200815-DZC28_DT2009055498-1_bin.60,0.952941176,Tibetan antelope,Common
TP20200815-DZC31_DT2009055501-1_bin.125,0.819607843,Tibetan antelope,Common
TP20200815-DZC31_DT2009055501-1_bin.169,0.984313725,Tibetan antelope,Common
TP20200815-DZC31_DT2009055501-1_bin.20,0.956862745,Tibetan antelope,Common
TP20200815-DZC31_DT2009055501-1_bin.83,0.890196078,Tibetan antelope,Common
TP20200815-DZC33_DT2009055503-1_bin.295,0.866666667,Tibetan antelope,Common
TP20200815-DZC33_DT2009055503-1_bin.98,0.878431373,Tibetan antelope,Common
TP20200815-DZC36_DT2009055506-1_bin.17,0.952941176,Tibetan antelope,Common
TP20200815-DZC36_DT2009055506-1_bin.78,0.737254902,Tibetan antelope,Common
TP20200815-DZC38_DT2009055508-1_bin.264,0.776470588,Tibetan antelope,Common
TP20200815-DZC38_DT2009055508-1_bin.274,0.960784314,Tibetan antelope,Common
TP20200815-DZC38_DT2009055508-1_bin.90,0.576470588,Tibetan antelope,Common
TP20200815-DZC3_DT2009055473-1_bin.118,0.819607843,Tibetan antelope,Common
TP20200815-DZC3_DT2009055473-1_bin.154,0.980392157,Tibetan antelope,Common
TP20200815-DZC40_DT2009055510-1_bin.75,0.564705882,Tibetan antelope,Common
TP20200815-DZC41_DT2009055511-1_bin.214,0.662745098,Tibetan antelope,Common
TP20200815-DZC41_DT2009055511-1_bin.26,0.866666667,Tibetan antelope,Common
TP20200815-DZC41_DT2009055511-1_bin.306,0.803921569,Tibetan antelope,Common
TP20200815-DZC42_DT2009055512-1_bin.230,0.894117647,Tibetan antelope,Common
TP20200815-DZC42_DT2009055512-1_bin.30,0.949019608,Tibetan antelope,Common
TP20200815-DZC43_DT2009055513-1_bin.373,0.690196078,Tibetan antelope,Common
TP20200815-DZC43_DT2009055513-1_bin.81,0.909803922,Tibetan antelope,Common
TP20200815-DZC44_DT2009055514-1_bin.143,0.937254902,Tibetan antelope,Common
TP20200815-DZC44_DT2009055514-1_bin.178,0.929411765,Tibetan antelope,Common
TP20200815-DZC45_DT2009055515-1_bin.104,0.929411765,Tibetan antelope,Common
TP20200815-DZC45_DT2009055515-1_bin.167,0.721568627,Tibetan antelope,Common
TP20200815-DZC45_DT2009055515-1_bin.178,0.984313725,Tibetan antelope,Common
TP20200815-DZC45_DT2009055515-1_bin.311,0.831372549,Tibetan antelope,Common
TP20200815-DZC45_DT2009055515-1_bin.331,0.980392157,Tibetan antelope,Common
TP20200815-DZC45_DT2009055515-1_bin.64,0.862745098,Tibetan antelope,Common
TP20200815-DZC45_DT2009055515-1_bin.66,0.615686275,Tibetan antelope,Common
TP20200815-DZC46_DT2009055516-1_bin.128,0.584313725,Tibetan antelope,Common
TP20200815-DZC46_DT2009055516-1_bin.129,0.858823529,Tibetan antelope,Common
TP20200815-DZC46_DT2009055516-1_bin.181,0.721568627,Tibetan antelope,Common
TP20200815-DZC46_DT2009055516-1_bin.226,0.68627451,Tibetan antelope,Common
TP20200815-DZC46_DT2009055516-1_bin.55,0.984313725,Tibetan antelope,Common
TP20200815-DZC47_DT2009055517-1_bin.359,0.968627451,Tibetan antelope,Common
TP20200815-DZC47_DT2009055517-1_bin.389,0.537254902,Tibetan antelope,Common
TP20200815-DZC48_DT2009055518-1_bin.210,0.623529412,Tibetan antelope,Common
TP20200815-DZC49_DT2009055519-1_bin.210,0.807843137,Tibetan antelope,Common
TP20200815-DZC49_DT2009055519-1_bin.217,0.792156863,Tibetan antelope,Common
TP20200815-DZC49_DT2009055519-1_bin.246,0.858823529,Tibetan antelope,Common
TP20200815-DZC49_DT2009055519-1_bin.26,0.898039216,Tibetan antelope,Common
TP20200815-DZC50_DT2009055520-1_bin.152,0.670588235,Tibetan antelope,Common
TP20200815-DZC50_DT2009055520-1_bin.243,0.584313725,Tibetan antelope,Common
TP20200815-DZC50_DT2009055520-1_bin.353,0.77254902,Tibetan antelope,Common
TP20200815-DZC50_DT2009055520-1_bin.440,0.905882353,Tibetan antelope,Common
TP20200815-DZC50_DT2009055520-1_bin.93,0.988235294,Tibetan antelope,Common
TP20200815-DZC51_DT2009055521-1_bin.122,0.831372549,Tibetan antelope,Common
TP20200815-DZC51_DT2009055521-1_bin.149,0.525490196,Tibetan antelope,Common
TP20200815-DZC51_DT2009055521-1_bin.153,0.815686275,Tibetan antelope,Common
TP20200815-DZC51_DT2009055521-1_bin.187,0.658823529,Tibetan antelope,Common
TP20200815-DZC51_DT2009055521-1_bin.21,0.952941176,Tibetan antelope,Common
TP20200815-DZC53_DT2009055523-1_bin.102,0.788235294,Tibetan antelope,Common
TP20200815-DZC57_DT2009055527-1_bin.121,0.97254902,Tibetan antelope,Common
TP20200815-DZC57_DT2009055527-1_bin.139,0.984313725,Tibetan antelope,Common
TP20200815-DZC57_DT2009055527-1_bin.267,0.91372549,Tibetan antelope,Common
TP20200815-DZC57_DT2009055527-1_bin.284,0.878431373,Tibetan antelope,Common
TP20200815-DZC58_DT2009055528-1_bin.103,0.623529412,Tibetan antelope,Common
TP20200815-DZC58_DT2009055528-1_bin.357,0.568627451,Tibetan antelope,Common
TP20200815-DZC58_DT2009055528-1_bin.401,0.635294118,Tibetan antelope,Common
TP20200815-DZC58_DT2009055528-1_bin.407,0.537254902,Tibetan antelope,Common
TP20200815-DZC58_DT2009055528-1_bin.53,0.647058824,Tibetan antelope,Common
TP20200815-DZC58_DT2009055528-1_bin.623,0.968627451,Tibetan antelope,Common
TP20200815-DZC58_DT2009055528-1_bin.85,0.847058824,Tibetan antelope,Common
TP20200815-DZC59_DT2009055529-1_bin.163,0.631372549,Tibetan antelope,Common
TP20200815-DZC5_DT2009055475-1_bin.102,0.992156863,Tibetan antelope,Common
TP20200815-DZC5_DT2009055475-1_bin.120,0.592156863,Tibetan antelope,Common
TP20200815-DZC5_DT2009055475-1_bin.179,0.682352941,Tibetan antelope,Common
TP20200815-DZC5_DT2009055475-1_bin.267,0.803921569,Tibetan antelope,Common
TP20200815-DZC5_DT2009055475-1_bin.288,0.533333333,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.122,0.976470588,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.130,0.941176471,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.27,0.68627451,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.360,0.870588235,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.390,0.807843137,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.4,0.964705882,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.78,0.992156863,Tibetan antelope,Common
TP20200815-DZC60_DT2009055530-1_bin.82,0.992156863,Tibetan antelope,Common
TP20200815-DZC61_DT2009055531-1_bin.113,0.988235294,Tibetan antelope,Common
TP20200815-DZC61_DT2009055531-1_bin.143,0.811764706,Tibetan antelope,Common
TP20200815-DZC61_DT2009055531-1_bin.212,0.917647059,Tibetan antelope,Common
TP20200815-DZC61_DT2009055531-1_bin.8,0.68627451,Tibetan antelope,Common
TP20200815-DZC62_DT2009055532-1_bin.100,0.835294118,Tibetan antelope,Common
TP20200815-DZC62_DT2009055532-1_bin.167,0.670588235,Tibetan antelope,Common
TP20200815-DZC62_DT2009055532-1_bin.176,0.988235294,Tibetan antelope,Common
TP20200815-DZC62_DT2009055532-1_bin.345,0.847058824,Tibetan antelope,Common
TP20200815-DZC62_DT2009055532-1_bin.43,0.964705882,Tibetan antelope,Common
TP20200815-DZC66_DT2009055536-1_bin.99,0.921568627,Tibetan antelope,Common
TP20200815-DZC67_DT2009055537-1_bin.100,0.992156863,Tibetan antelope,Common
TP20200815-DZC67_DT2009055537-1_bin.141,0.984313725,Tibetan antelope,Common
TP20200815-DZC67_DT2009055537-1_bin.16,0.717647059,Tibetan antelope,Common
TP20200815-DZC67_DT2009055537-1_bin.202,0.996078431,Tibetan antelope,Common
TP20200815-DZC67_DT2009055537-1_bin.37,0.690196078,Tibetan antelope,Common
TP20200815-DZC68_DT2009055538-1_bin.23,0.639215686,Tibetan antelope,Common
TP20200815-DZC68_DT2009055538-1_bin.284,0.878431373,Tibetan antelope,Common
TP20200815-DZC68_DT2009055538-1_bin.30,0.811764706,Tibetan antelope,Common
TP20200815-DZC68_DT2009055538-1_bin.351,0.780392157,Tibetan antelope,Common
TP20200815-DZC68_DT2009055538-1_bin.48,0.819607843,Tibetan antelope,Common
TP20200815-DZC70_DT2009055540-1_bin.128,0.760784314,Tibetan antelope,Common
TP20200815-DZC70_DT2009055540-1_bin.167,0.88627451,Tibetan antelope,Common
TP20200815-DZC70_DT2009055540-1_bin.255,0.937254902,Tibetan antelope,Common
TP20200815-DZC71_DT2009055541-1_bin.199,0.858823529,Tibetan antelope,Common
TP20200815-DZC71_DT2009055541-1_bin.253,0.917647059,Tibetan antelope,Common
TP20200815-DZC74_DT2009055544-1_bin.166,0.992156863,Tibetan antelope,Common
TP20200815-DZC74_DT2009055544-1_bin.201,0.97254902,Tibetan antelope,Common
TP20200815-DZC74_DT2009055544-1_bin.55,0.988235294,Tibetan antelope,Common
TP20200815-DZC74_DT2009055544-1_bin.99,0.843137255,Tibetan antelope,Common
TP20200815-DZC75_DT2009055545-1_bin.203,0.674509804,Tibetan antelope,Common
TP20200815-DZC75_DT2009055545-1_bin.289,0.662745098,Tibetan antelope,Common
TP20200815-DZC76_DT2009055546-1_bin.350,0.694117647,Tibetan antelope,Common
TP20200815-DZC77_DT2009055547-1_bin.297,0.925490196,Tibetan antelope,Common
TP20200815-DZC78_DT2009055548-1_bin.191,0.878431373,Tibetan antelope,Common
TP20200815-DZC78_DT2009055548-1_bin.63,0.921568627,Tibetan antelope,Common
TP20200815-DZC78_DT2009055548-1_bin.98,0.635294118,Tibetan antelope,Common
TP20200815-DZC8_DT2009055478-1_bin.131,0.592156863,Tibetan antelope,Common
TP20200815-DZC8_DT2009055478-1_bin.273,0.992156863,Tibetan antelope,Common
TP20200815-DZC8_DT2009055478-1_bin.290,0.960784314,Tibetan antelope,Common
TP20200815-DZC8_DT2009055478-1_bin.345,0.760784314,Tibetan antelope,Common
TP20200815-DZC8_DT2009055478-1_bin.349,0.88627451,Tibetan antelope,Common
TP20200815-DZC8_DT2009055478-1_bin.481,0.984313725,Tibetan antelope,Common
TP20200815-DZC8_DT2009055478-1_bin.64,0.807843137,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.216,0.835294118,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.263,0.741176471,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.281,0.996078431,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.296,0.964705882,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.323,0.839215686,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.328,0.525490196,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.48,0.921568627,Tibetan antelope,Common
TP20200815-DZC9_DT2009055479-1_bin.61,0.541176471,Tibetan antelope,Common
TP20200823-QMN30_DT2009055555-1_bin.42,0.650980392,Tibetan antelope,Common
TP20200823-QMN30_DT2009055555-1_bin.44,0.588235294,Tibetan antelope,Common
TP20200823-QMN50_DT2009055557-1_bin.256,0.992156863,Tibetan antelope,Common
TP20200823-QMN50_DT2009055557-1_bin.27,0.701960784,Tibetan antelope,Common
TP20200823-QMN58_DT2009055558-1_bin.128,0.690196078,Tibetan antelope,Common
TP20200823-QMN58_DT2009055558-1_bin.161,0.580392157,Tibetan antelope,Common
TP20200823-QMN67_DT2009055559-1_bin.153,0.639215686,Tibetan antelope,Common
TP20200824-WDL12_DT2009055564-1_bin.44,0.949019608,Tibetan antelope,Common
TP20200824-WDL39_DT2009055568-1_bin.215,0.97254902,Tibetan antelope,Common
TP20200824-WDL41_DT2009055569-1_bin.76,0.62745098,Tibetan antelope,Common
TP20200824-WDL49_DT2009055571-1_bin.119,0.992156863,Tibetan antelope,Common
TP20200824-WDL49_DT2009055571-1_bin.183,0.858823529,Tibetan antelope,Common
TP20200824-WDL49_DT2009055571-1_bin.62,0.945098039,Tibetan antelope,Common
TP20200824-WDL65_DT2009055576-1_bin.226,0.654901961,Tibetan antelope,Common
TP20200824-WDL70_DT2009055579-1_bin.130,0.811764706,Tibetan antelope,Common
TP20200824-WDL70_DT2009055579-1_bin.92,0.949019608,Tibetan antelope,Common
TP20200824-WDL71_DT2009055580-1_bin.57,0.796078431,Tibetan antelope,Common
TP20200824-WDL72_DT2009055581-1_bin.318,0.560784314,Tibetan antelope,Common
TP20200824-WDL74_DT2009055583-1_bin.120,0.807843137,Tibetan antelope,Common
TP20200824-WDL74_DT2009055583-1_bin.7,0.898039216,Tibetan antelope,Common
TP20200824-WDL75_DT2009055584-1_bin.257,0.796078431,Tibetan antelope,Common
TP20200824-WDL77_DT2009055586-1_bin.62,0.996078431,Tibetan antelope,Common
TP20200824-WDL78_DT2009055587-1_bin.214,0.501960784,Tibetan antelope,Common
TP20200824-WDL82_DT2009055591-1_bin.25,0.607843137,Tibetan antelope,Common
TP20200824-WDL9_DT2009055563-1_bin.124,0.980392157,Tibetan antelope,Common
TP20200824-WDL9_DT2009055563-1_bin.42,0.796078431,Tibetan antelope,Common
TP20200824-WDL9_DT2009055563-1_bin.78,0.831372549,Tibetan antelope,Common
TP20200825-WDL119_DT2009055619-1_bin.147,0.533333333,Tibetan antelope,Common
TP20200825-WDL1_DT2009055592-1_bin.44,0.97254902,Tibetan antelope,Common
TP20200825-WDL25_DT2009055596-1_bin.301,0.545098039,Tibetan antelope,Common
TP20200825-WDL25_DT2009055596-1_bin.452,0.537254902,Tibetan antelope,Common
